TradingSymbol,Date,EntryPrice,ExitPrice,Qty,ProfitLoss,Transaction,ExitType,Cumulative
BANKNIFTY21NOV37100CE,23/11/2021,389.85 Time:09:53,364.30 Time:03:26,25,638.75,SELL,SQUAREOFF,638.75
BANKNIFTY21NOV37100PE,23/11/2021,306.80 Time:12:46,181.95 Time:03:26,25,3121.25,SELL,SQUAREOFF,3121.25
BANKNIFTY21NOV37300CE,24/11/2021,306.95 Time:09:17,429.75 Time:10:27,25,-3070.00,SELL,SHORT_SL,-3070.00
BANKNIFTY21NOV37300CE,25/11/2021,207.70 Time:11:16,62.30 Time:03:03,25,3635.00,SELL,SHORT_TARGET,565.00
BANKNIFTY21NOV37500CE,24/11/2021,300.15 Time:10:28,420.25 Time:12:14,25,-3002.50,SELL,SHORT_SL,-3002.50
BANKNIFTY21NOV37700CE,24/11/2021,274.75 Time:12:15,82.45 Time:03:07,25,4807.50,SELL,SHORT_TARGET,4807.50
BANKNIFTY21NOV37900PE,24/11/2021,246.35 Time:12:21,344.85 Time:02:15,25,-2462.50,SELL,SHORT_SL,-2462.50
BANKNIFTY21NOV37700PE,24/11/2021,219.90 Time:02:16,307.90 Time:02:50,25,-2200.00,SELL,SHORT_SL,-2200.00
BANKNIFTY21NOV37600PE,24/11/2021,244.55 Time:02:51,278.75 Time:03:26,25,-855.00,SELL,SQUAREOFF,-855.00
BANKNIFTY21NOV37600PE,25/11/2021,165.00 Time:02:26,231.00 Time:02:28,25,-1650.00,SELL,SHORT_SL,-2505.00
BANKNIFTY21NOV37600PE,25/11/2021,134.45 Time:02:57,188.25 Time:03:00,25,-1345.00,SELL,SHORT_SL,-3850.00
BANKNIFTY21NOV37200CE,25/11/2021,209.80 Time:09:17,293.70 Time:11:15,25,-2097.50,SELL,SHORT_SL,-2097.50
BANKNIFTY21NOV37400PE,25/11/2021,250.70 Time:09:17,75.20 Time:02:25,25,4387.50,SELL,SHORT_TARGET,4387.50
BANKNIFTY21D0236700CE,26/11/2021,498.35 Time:09:17,181.60 Time:03:26,25,7918.75,SELL,SQUAREOFF,7918.75
BANKNIFTY21D0236900PE,26/11/2021,484.60 Time:09:17,678.40 Time:10:21,25,-4845.00,SELL,SHORT_SL,-4845.00
BANKNIFTY21D0236600PE,26/11/2021,472.65 Time:10:22,661.75 Time:01:38,25,-4727.50,SELL,SHORT_SL,-4727.50
BANKNIFTY21D0236600PE,02/12/2021,167.65 Time:02:41,94.00 Time:03:26,25,1841.25,SELL,SQUAREOFF,-2886.25
BANKNIFTY21D0236300PE,26/11/2021,483.50 Time:01:39,585.60 Time:03:26,25,-2552.50,SELL,SQUAREOFF,-2552.50
BANKNIFTY21D0236300PE,29/11/2021,434.30 Time:12:11,509.65 Time:03:26,25,-1883.75,SELL,SQUAREOFF,-4436.25
BANKNIFTY21D0236300PE,30/11/2021,374.65 Time:09:17,524.55 Time:11:35,25,-3747.50,SELL,SHORT_SL,-8183.75
BANKNIFTY21D0235700CE,29/11/2021,551.30 Time:09:17,771.80 Time:01:50,25,-5512.50,SELL,SHORT_SL,-5512.50
BANKNIFTY21D0235900PE,29/11/2021,523.00 Time:09:17,732.20 Time:09:21,25,-5230.00,SELL,SHORT_SL,-5230.00
BANKNIFTY21D0235500PE,29/11/2021,559.45 Time:09:22,167.85 Time:12:10,25,9790.00,SELL,SHORT_TARGET,9790.00
BANKNIFTY21D0236200CE,29/11/2021,428.65 Time:01:51,272.60 Time:03:26,25,3901.25,SELL,SQUAREOFF,3901.25
BANKNIFTY21D0236200CE,01/12/2021,350.25 Time:12:00,309.45 Time:03:26,25,1020.00,SELL,SQUAREOFF,4921.25
BANKNIFTY21D0236200CE,02/12/2021,281.50 Time:09:17,305.85 Time:03:26,25,-608.75,SELL,SQUAREOFF,4312.50
BANKNIFTY21D0236100CE,30/11/2021,414.45 Time:09:17,580.25 Time:10:00,25,-4145.00,SELL,SHORT_SL,-4145.00
BANKNIFTY21D0236400CE,30/11/2021,384.45 Time:10:01,115.35 Time:02:40,25,6727.50,SELL,SHORT_TARGET,6727.50
BANKNIFTY21D0236000PE,30/11/2021,410.00 Time:11:36,574.00 Time:03:21,25,-4100.00,SELL,SHORT_SL,-4100.00
BANKNIFTY21D0236000PE,01/12/2021,346.30 Time:10:14,103.90 Time:02:47,25,6060.00,SELL,SHORT_TARGET,1960.00
BANKNIFTY21D0235800CE,30/11/2021,379.95 Time:02:41,219.65 Time:03:26,25,4007.50,SELL,SQUAREOFF,4007.50
BANKNIFTY21D0236000CE,01/12/2021,333.75 Time:09:17,467.25 Time:11:59,25,-3337.50,SELL,SHORT_SL,-3337.50
BANKNIFTY21D0236200PE,01/12/2021,333.80 Time:09:17,467.30 Time:10:13,25,-3337.50,SELL,SHORT_SL,-3337.50
BANKNIFTY21D0236500PE,01/12/2021,301.50 Time:02:48,275.50 Time:03:26,25,650.00,SELL,SQUAREOFF,650.00
BANKNIFTY21D0236500PE,02/12/2021,131.90 Time:01:52,184.70 Time:01:56,25,-1320.00,SELL,SHORT_SL,-670.00
BANKNIFTY21D0236400PE,02/12/2021,252.10 Time:09:17,75.60 Time:01:51,25,4412.50,SELL,SHORT_TARGET,4412.50
BANKNIFTY21D0236400PE,02/12/2021,119.30 Time:01:57,35.80 Time:02:40,25,2087.50,SELL,SHORT_TARGET,6500.00
BANKNIFTY21D0936600CE,03/12/2021,499.30 Time:09:17,243.10 Time:03:26,25,6405.00,SELL,SQUAREOFF,6405.00
BANKNIFTY21D0936800PE,03/12/2021,492.20 Time:09:17,689.10 Time:01:34,25,-4922.50,SELL,SHORT_SL,-4922.50
BANKNIFTY21D0936400PE,03/12/2021,460.95 Time:01:35,464.00 Time:03:26,25,-76.25,SELL,SQUAREOFF,-76.25
BANKNIFTY21D0936000CE,06/12/2021,472.55 Time:09:17,267.60 Time:03:26,25,5123.75,SELL,SQUAREOFF,5123.75
BANKNIFTY21D0936200PE,06/12/2021,480.10 Time:09:17,588.55 Time:03:26,25,-2711.25,SELL,SQUAREOFF,-2711.25
BANKNIFTY21D0936100CE,07/12/2021,368.95 Time:09:17,516.55 Time:10:37,25,-3690.00,SELL,SHORT_SL,-3690.00
BANKNIFTY21D0936300PE,07/12/2021,405.00 Time:09:17,178.35 Time:03:26,25,5666.25,SELL,SQUAREOFF,5666.25
BANKNIFTY21D0936300CE,07/12/2021,388.90 Time:10:38,544.50 Time:11:24,25,-3890.00,SELL,SHORT_SL,-3890.00
BANKNIFTY21D0936500CE,07/12/2021,422.15 Time:11:25,365.00 Time:03:26,25,1428.75,SELL,SQUAREOFF,1428.75
BANKNIFTY21D0937000CE,08/12/2021,318.00 Time:09:17,445.20 Time:01:40,25,-3180.00,SELL,SHORT_SL,-3180.00
BANKNIFTY21D0937000CE,09/12/2021,172.50 Time:09:43,241.50 Time:12:57,25,-1725.00,SELL,SHORT_SL,-4905.00
BANKNIFTY21D0937000CE,09/12/2021,111.40 Time:02:16,83.95 Time:03:26,25,686.25,SELL,SQUAREOFF,-4218.75
BANKNIFTY21D0937200PE,08/12/2021,366.20 Time:09:17,153.60 Time:03:26,25,5315.00,SELL,SQUAREOFF,5315.00
BANKNIFTY21D0937200PE,09/12/2021,212.40 Time:09:30,297.40 Time:10:18,25,-2125.00,SELL,SHORT_SL,3190.00
BANKNIFTY21D0937200PE,09/12/2021,144.10 Time:12:16,201.70 Time:02:24,25,-1440.00,SELL,SHORT_SL,1750.00
BANKNIFTY21D0937200PE,09/12/2021,115.85 Time:02:57,115.60 Time:03:26,25,6.25,SELL,SQUAREOFF,1756.25
BANKNIFTY21D0937300CE,08/12/2021,248.00 Time:01:41,179.00 Time:03:26,25,1725.00,SELL,SQUAREOFF,1725.00
BANKNIFTY21D0937300CE,09/12/2021,176.75 Time:09:17,53.05 Time:09:42,25,3092.50,SELL,SHORT_TARGET,4817.50
BANKNIFTY21D0937500PE,09/12/2021,238.15 Time:09:17,333.45 Time:09:24,25,-2382.50,SELL,SHORT_SL,-2382.50
BANKNIFTY21D0937300PE,09/12/2021,200.00 Time:09:25,280.00 Time:09:29,25,-2000.00,SELL,SHORT_SL,-2000.00
BANKNIFTY21D0937000PE,09/12/2021,171.90 Time:10:19,51.60 Time:12:15,25,3007.50,SELL,SHORT_TARGET,3007.50
BANKNIFTY21D0937100CE,09/12/2021,151.90 Time:12:58,45.60 Time:02:15,25,2657.50,SELL,SHORT_TARGET,2657.50
BANKNIFTY21D0937100PE,09/12/2021,111.05 Time:02:25,33.35 Time:02:56,25,1942.50,SELL,SHORT_TARGET,1942.50
BANKNIFTY21D1636800CE,10/12/2021,487.40 Time:09:17,560.00 Time:03:26,25,-1815.00,SELL,SQUAREOFF,-1815.00
BANKNIFTY21D1636800CE,14/12/2021,367.20 Time:12:01,332.75 Time:03:26,25,861.25,SELL,SQUAREOFF,-953.75
BANKNIFTY21D1637000PE,10/12/2021,434.30 Time:09:17,302.00 Time:03:26,25,3307.50,SELL,SQUAREOFF,3307.50
BANKNIFTY21D1637000PE,16/12/2021,210.80 Time:09:59,295.10 Time:11:21,25,-2107.50,SELL,SHORT_SL,1200.00
BANKNIFTY21D1637300CE,13/12/2021,401.25 Time:09:17,214.05 Time:03:26,25,4680.00,SELL,SQUAREOFF,4680.00
BANKNIFTY21D1637500PE,13/12/2021,369.80 Time:09:17,517.70 Time:12:48,25,-3697.50,SELL,SHORT_SL,-3697.50
BANKNIFTY21D1637200PE,13/12/2021,349.95 Time:12:49,385.70 Time:03:26,25,-893.75,SELL,SQUAREOFF,-893.75
BANKNIFTY21D1637200PE,16/12/2021,202.00 Time:09:17,282.80 Time:09:23,25,-2020.00,SELL,SHORT_SL,-2913.75
BANKNIFTY21D1636500CE,14/12/2021,410.60 Time:09:17,574.80 Time:12:00,25,-4105.00,SELL,SHORT_SL,-4105.00
BANKNIFTY21D1636500CE,16/12/2021,166.15 Time:12:28,232.65 Time:12:53,25,-1662.50,SELL,SHORT_SL,-5767.50
BANKNIFTY21D1636500CE,16/12/2021,113.20 Time:02:14,158.50 Time:02:20,25,-1132.50,SELL,SHORT_SL,-6900.00
BANKNIFTY21D1636500CE,16/12/2021,156.65 Time:02:21,46.95 Time:02:35,25,2742.50,SELL,SHORT_TARGET,-4157.50
BANKNIFTY21D1636700PE,14/12/2021,334.95 Time:09:17,173.85 Time:03:26,25,4027.50,SELL,SQUAREOFF,4027.50
BANKNIFTY21D1636700PE,16/12/2021,161.50 Time:12:00,226.10 Time:02:35,25,-1615.00,SELL,SHORT_SL,2412.50
BANKNIFTY21D1636900CE,15/12/2021,321.60 Time:09:17,187.85 Time:03:26,25,3343.75,SELL,SQUAREOFF,3343.75
BANKNIFTY21D1637100PE,15/12/2021,273.55 Time:09:17,382.95 Time:09:45,25,-2735.00,SELL,SHORT_SL,-2735.00
BANKNIFTY21D1637100PE,16/12/2021,211.95 Time:09:24,296.75 Time:09:58,25,-2120.00,SELL,SHORT_SL,-4855.00
BANKNIFTY21D1636900PE,15/12/2021,253.00 Time:09:46,263.95 Time:03:26,25,-273.75,SELL,SQUAREOFF,-273.75
BANKNIFTY21D1637000CE,16/12/2021,214.00 Time:09:17,64.20 Time:11:11,25,3745.00,SELL,SHORT_TARGET,3745.00
BANKNIFTY21D1636700CE,16/12/2021,217.60 Time:11:12,65.30 Time:12:27,25,3807.50,SELL,SHORT_TARGET,3807.50
BANKNIFTY21D1636800PE,16/12/2021,162.15 Time:11:22,227.05 Time:11:59,25,-1622.50,SELL,SHORT_SL,-1622.50
BANKNIFTY21D1636600CE,16/12/2021,163.70 Time:12:54,49.10 Time:02:13,25,2865.00,SELL,SHORT_TARGET,2865.00
BANKNIFTY21D1636600PE,16/12/2021,149.95 Time:02:36,209.95 Time:02:45,25,-1500.00,SELL,SHORT_SL,-1500.00
BANKNIFTY21D1636600PE,16/12/2021,90.75 Time:02:57,51.55 Time:03:26,25,980.00,SELL,SQUAREOFF,-520.00
BANKNIFTY21D1636400CE,16/12/2021,98.65 Time:02:36,138.15 Time:03:00,25,-987.50,SELL,SHORT_SL,-987.50
BANKNIFTY21D1636500PE,16/12/2021,104.20 Time:02:46,31.30 Time:02:56,25,1822.50,SELL,SHORT_TARGET,1822.50
BANKNIFTY21D2336200CE,17/12/2021,476.80 Time:09:17,192.10 Time:03:26,25,7117.50,SELL,SQUAREOFF,7117.50
BANKNIFTY21D2336400PE,17/12/2021,415.75 Time:09:17,582.05 Time:09:54,25,-4157.50,SELL,SHORT_SL,-4157.50
BANKNIFTY21D2336100PE,17/12/2021,417.70 Time:09:55,584.80 Time:12:41,25,-4177.50,SELL,SHORT_SL,-4177.50
BANKNIFTY21D2335800PE,17/12/2021,395.95 Time:12:42,429.00 Time:03:26,25,-826.25,SELL,SQUAREOFF,-826.25
BANKNIFTY21D2334800CE,20/12/2021,533.15 Time:09:17,159.95 Time:12:49,25,9330.00,SELL,SHORT_TARGET,9330.00
BANKNIFTY21D2334800CE,22/12/2021,325.55 Time:09:17,348.70 Time:03:26,25,-578.75,SELL,SQUAREOFF,8751.25
BANKNIFTY21D2335000PE,20/12/2021,406.40 Time:09:17,569.00 Time:09:23,25,-4065.00,SELL,SHORT_SL,-4065.00
BANKNIFTY21D2335000PE,22/12/2021,265.05 Time:09:17,371.05 Time:09:24,25,-2650.00,SELL,SHORT_SL,-6715.00
BANKNIFTY21D2335000PE,22/12/2021,321.00 Time:09:25,154.00 Time:03:26,25,4175.00,SELL,SQUAREOFF,-2540.00
BANKNIFTY21D2334700PE,20/12/2021,446.75 Time:09:24,625.45 Time:10:14,25,-4467.50,SELL,SHORT_SL,-4467.50
BANKNIFTY21D2334400PE,20/12/2021,460.30 Time:10:15,324.90 Time:03:26,25,3385.00,SELL,SQUAREOFF,3385.00
BANKNIFTY21D2334000CE,20/12/2021,506.70 Time:12:50,709.40 Time:03:00,25,-5067.50,SELL,SHORT_SL,-5067.50
BANKNIFTY21D2334600CE,21/12/2021,422.95 Time:09:17,294.80 Time:03:26,25,3203.75,SELL,SQUAREOFF,3203.75
BANKNIFTY21D2334800PE,21/12/2021,371.95 Time:09:17,520.75 Time:02:37,25,-3720.00,SELL,SHORT_SL,-3720.00
BANKNIFTY21D2334500PE,21/12/2021,350.00 Time:02:38,198.30 Time:03:26,25,3792.50,SELL,SQUAREOFF,3792.50
BANKNIFTY21D2335200CE,23/12/2021,191.20 Time:09:17,267.70 Time:01:18,25,-1912.50,SELL,SHORT_SL,-1912.50
BANKNIFTY21D2335200CE,23/12/2021,155.55 Time:01:42,46.65 Time:02:51,25,2722.50,SELL,SHORT_TARGET,810.00
BANKNIFTY21D2335400PE,23/12/2021,202.85 Time:09:17,283.95 Time:09:35,25,-2027.50,SELL,SHORT_SL,-2027.50
BANKNIFTY21D2335400PE,23/12/2021,138.75 Time:01:51,194.25 Time:02:52,25,-1387.50,SELL,SHORT_SL,-3415.00
BANKNIFTY21D2335300PE,23/12/2021,207.45 Time:09:36,62.25 Time:12:24,25,3630.00,SELL,SHORT_TARGET,3630.00
BANKNIFTY21D2335300PE,23/12/2021,95.25 Time:02:53,28.55 Time:03:07,25,1667.50,SELL,SHORT_TARGET,5297.50
BANKNIFTY21D2335500PE,23/12/2021,170.60 Time:12:25,238.80 Time:01:50,25,-1705.00,SELL,SHORT_SL,-1705.00
BANKNIFTY21D2335400CE,23/12/2021,124.35 Time:01:19,37.35 Time:01:41,25,2175.00,SELL,SHORT_TARGET,2175.00
BANKNIFTY21D2335100CE,23/12/2021,129.55 Time:02:52,181.35 Time:03:07,25,-1295.00,SELL,SHORT_SL,-1295.00
BANKNIFTY21DEC35000CE,24/12/2021,461.80 Time:09:17,316.65 Time:03:26,25,3628.75,SELL,SQUAREOFF,3628.75
BANKNIFTY21DEC35000CE,27/12/2021,439.40 Time:01:35,392.65 Time:03:26,25,1168.75,SELL,SQUAREOFF,4797.50
BANKNIFTY21DEC35000CE,29/12/2021,317.85 Time:09:17,444.95 Time:09:30,25,-3177.50,SELL,SHORT_SL,1620.00
BANKNIFTY21DEC35000CE,30/12/2021,177.85 Time:01:40,53.35 Time:03:00,25,3112.50,SELL,SHORT_TARGET,4732.50
BANKNIFTY21DEC35200PE,24/12/2021,420.00 Time:09:17,588.00 Time:09:39,25,-4200.00,SELL,SHORT_SL,-4200.00
BANKNIFTY21DEC35200PE,27/12/2021,351.30 Time:01:34,392.10 Time:03:26,25,-1020.00,SELL,SQUAREOFF,-5220.00
BANKNIFTY21DEC35200PE,28/12/2021,337.95 Time:10:26,272.00 Time:03:26,25,1648.75,SELL,SQUAREOFF,-3571.25
BANKNIFTY21DEC35200PE,29/12/2021,303.60 Time:09:17,355.00 Time:03:26,25,-1285.00,SELL,SQUAREOFF,-4856.25
BANKNIFTY21DEC35200PE,30/12/2021,181.55 Time:01:02,133.10 Time:03:26,25,1211.25,SELL,SQUAREOFF,-3645.00
BANKNIFTY21DEC34900PE,24/12/2021,429.40 Time:09:40,395.30 Time:03:26,25,852.50,SELL,SQUAREOFF,852.50
BANKNIFTY21DEC34200CE,27/12/2021,486.70 Time:09:17,681.40 Time:09:30,25,-4867.50,SELL,SHORT_SL,-4867.50
BANKNIFTY21DEC34400PE,27/12/2021,389.35 Time:09:17,116.85 Time:01:33,25,6812.50,SELL,SHORT_TARGET,6812.50
BANKNIFTY21DEC34500CE,27/12/2021,433.80 Time:09:31,607.30 Time:12:19,25,-4337.50,SELL,SHORT_SL,-4337.50
BANKNIFTY21DEC34800CE,27/12/2021,409.95 Time:12:20,573.95 Time:01:34,25,-4100.00,SELL,SHORT_SL,-4100.00
BANKNIFTY21DEC34800CE,30/12/2021,201.75 Time:09:17,282.45 Time:09:18,25,-2017.50,SELL,SHORT_SL,-6117.50
BANKNIFTY21DEC35200CE,28/12/2021,385.95 Time:09:17,279.20 Time:03:26,25,2668.75,SELL,SQUAREOFF,2668.75
BANKNIFTY21DEC35200CE,29/12/2021,304.75 Time:09:31,90.75 Time:03:26,25,5350.00,SELL,SQUAREOFF,8018.75
BANKNIFTY21DEC35400PE,28/12/2021,336.85 Time:09:17,471.55 Time:10:25,25,-3367.50,SELL,SHORT_SL,-3367.50
BANKNIFTY21DEC35000PE,30/12/2021,217.40 Time:09:17,65.20 Time:01:01,25,3805.00,SELL,SHORT_TARGET,3805.00
BANKNIFTY21DEC34900CE,30/12/2021,198.90 Time:09:19,278.50 Time:01:39,25,-1990.00,SELL,SHORT_SL,-1990.00
BANKNIFTY2210635200CE,31/12/2021,453.20 Time:09:17,634.50 Time:09:38,25,-4532.50,SELL,SHORT_SL,-4532.50
BANKNIFTY2210635400PE,31/12/2021,441.55 Time:09:17,303.55 Time:03:26,25,3450.00,SELL,SQUAREOFF,3450.00
BANKNIFTY2210635500CE,31/12/2021,433.20 Time:09:39,375.10 Time:03:26,25,1452.50,SELL,SQUAREOFF,1452.50
BANKNIFTY2210635600CE,03/01/2022,385.95 Time:09:17,540.35 Time:11:14,25,-3860.00,SELL,SHORT_SL,-3860.00
BANKNIFTY2210635800PE,03/01/2022,399.40 Time:09:17,119.80 Time:02:33,25,6990.00,SELL,SHORT_TARGET,6990.00
BANKNIFTY2210635900CE,03/01/2022,349.90 Time:11:15,489.90 Time:12:46,25,-3500.00,SELL,SHORT_SL,-3500.00
BANKNIFTY2210636000CE,03/01/2022,416.60 Time:12:47,583.20 Time:02:26,25,-4165.00,SELL,SHORT_SL,-4165.00
BANKNIFTY2210636300CE,03/01/2022,396.25 Time:02:27,409.35 Time:03:26,25,-327.50,SELL,SQUAREOFF,-327.50
BANKNIFTY2210636500PE,03/01/2022,355.05 Time:02:34,306.55 Time:03:26,25,1212.50,SELL,SQUAREOFF,1212.50
BANKNIFTY2210636500CE,04/01/2022,341.00 Time:09:17,477.40 Time:10:11,25,-3410.00,SELL,SHORT_SL,-3410.00
BANKNIFTY2210636700PE,04/01/2022,356.30 Time:09:17,153.50 Time:03:26,25,5070.00,SELL,SQUAREOFF,5070.00
BANKNIFTY2210636700CE,04/01/2022,347.15 Time:10:12,327.95 Time:03:26,25,480.00,SELL,SQUAREOFF,480.00
BANKNIFTY2210636900CE,05/01/2022,237.50 Time:09:17,332.50 Time:09:24,25,-2375.00,SELL,SHORT_SL,-2375.00
BANKNIFTY2210637100PE,05/01/2022,311.25 Time:09:17,93.35 Time:11:24,25,5447.50,SELL,SHORT_TARGET,5447.50
BANKNIFTY2210637000CE,05/01/2022,282.45 Time:09:25,395.45 Time:09:58,25,-2825.00,SELL,SHORT_SL,-2825.00
BANKNIFTY2210637200CE,05/01/2022,271.00 Time:09:59,379.40 Time:10:10,25,-2710.00,SELL,SHORT_SL,-2710.00
BANKNIFTY2210637200CE,06/01/2022,240.00 Time:09:17,336.00 Time:02:20,25,-2400.00,SELL,SHORT_SL,-5110.00
BANKNIFTY2210637300CE,05/01/2022,322.45 Time:10:11,451.45 Time:12:37,25,-3225.00,SELL,SHORT_SL,-3225.00
BANKNIFTY2210637500PE,05/01/2022,242.20 Time:11:25,72.70 Time:02:37,25,4237.50,SELL,SHORT_TARGET,4237.50
BANKNIFTY2210637500PE,06/01/2022,141.15 Time:01:24,197.65 Time:01:28,25,-1412.50,SELL,SHORT_SL,2825.00
BANKNIFTY2210637500PE,06/01/2022,101.80 Time:01:53,142.50 Time:01:58,25,-1017.50,SELL,SHORT_SL,1807.50
BANKNIFTY2210637500PE,06/01/2022,143.45 Time:01:59,43.05 Time:02:19,25,2510.00,SELL,SHORT_TARGET,4317.50
BANKNIFTY2210637500CE,05/01/2022,279.50 Time:12:38,391.30 Time:01:10,25,-2795.00,SELL,SHORT_SL,-2795.00
BANKNIFTY2210637500CE,06/01/2022,144.05 Time:02:25,201.65 Time:02:25,25,-1440.00,SELL,SHORT_SL,-4235.00
BANKNIFTY2210637500CE,06/01/2022,105.45 Time:02:51,147.65 Time:02:52,25,-1055.00,SELL,SHORT_SL,-5290.00
BANKNIFTY2210637500CE,06/01/2022,152.15 Time:02:53,45.65 Time:03:03,25,2662.50,SELL,SHORT_TARGET,-2627.50
BANKNIFTY2210637700CE,05/01/2022,279.35 Time:01:11,182.80 Time:03:26,25,2413.75,SELL,SQUAREOFF,2413.75
BANKNIFTY2210637900PE,05/01/2022,216.40 Time:02:38,303.00 Time:02:56,25,-2165.00,SELL,SHORT_SL,-2165.00
BANKNIFTY2210637800PE,05/01/2022,267.30 Time:02:57,260.45 Time:03:26,25,171.25,SELL,SQUAREOFF,171.25
BANKNIFTY2210637800PE,06/01/2022,136.85 Time:02:30,191.55 Time:02:49,25,-1367.50,SELL,SHORT_SL,-1196.25
BANKNIFTY2210637400PE,06/01/2022,222.75 Time:09:17,311.85 Time:09:31,25,-2227.50,SELL,SHORT_SL,-2227.50
BANKNIFTY2210637400PE,06/01/2022,147.60 Time:11:31,206.60 Time:12:04,25,-1475.00,SELL,SHORT_SL,-3702.50
BANKNIFTY2210637400PE,06/01/2022,127.20 Time:01:29,38.20 Time:01:42,25,2225.00,SELL,SHORT_TARGET,-1477.50
BANKNIFTY2210637200PE,06/01/2022,187.30 Time:09:32,56.20 Time:11:30,25,3277.50,SELL,SHORT_TARGET,3277.50
BANKNIFTY2210637300PE,06/01/2022,137.15 Time:12:05,41.15 Time:01:23,25,2400.00,SELL,SHORT_TARGET,2400.00
BANKNIFTY2210637600PE,06/01/2022,140.70 Time:01:43,197.00 Time:01:52,25,-1407.50,SELL,SHORT_SL,-1407.50
BANKNIFTY2210637600PE,06/01/2022,99.35 Time:02:20,29.85 Time:02:29,25,1737.50,SELL,SHORT_TARGET,330.00
BANKNIFTY2210637400CE,06/01/2022,163.50 Time:02:21,228.90 Time:02:24,25,-1635.00,SELL,SHORT_SL,-1635.00
BANKNIFTY2210637600CE,06/01/2022,115.60 Time:02:26,34.70 Time:02:50,25,2022.50,SELL,SHORT_TARGET,2022.50
BANKNIFTY2210637700PE,06/01/2022,120.45 Time:02:50,168.65 Time:03:03,25,-1205.00,SELL,SHORT_SL,-1205.00
BANKNIFTY2211337700CE,07/01/2022,494.15 Time:09:17,691.85 Time:10:02,25,-4942.50,SELL,SHORT_SL,-4942.50
BANKNIFTY2211337900PE,07/01/2022,500.00 Time:09:17,700.00 Time:12:46,25,-5000.00,SELL,SHORT_SL,-5000.00
BANKNIFTY2211338000CE,07/01/2022,499.45 Time:10:03,320.00 Time:03:26,25,4486.25,SELL,SQUAREOFF,4486.25
BANKNIFTY2211337500PE,07/01/2022,479.75 Time:12:47,283.00 Time:03:26,25,4918.75,SELL,SQUAREOFF,4918.75
BANKNIFTY2211338100CE,10/01/2022,449.10 Time:09:17,512.05 Time:03:26,25,-1573.75,SELL,SQUAREOFF,-1573.75
BANKNIFTY2211338300PE,10/01/2022,456.55 Time:09:17,289.55 Time:03:26,25,4175.00,SELL,SQUAREOFF,4175.00
BANKNIFTY2211338300PE,11/01/2022,357.85 Time:09:37,208.85 Time:03:26,25,3725.00,SELL,SQUAREOFF,7900.00
BANKNIFTY2211338400CE,11/01/2022,383.15 Time:09:17,310.00 Time:03:26,25,1828.75,SELL,SQUAREOFF,1828.75
BANKNIFTY2211338400CE,13/01/2022,255.00 Time:09:17,76.50 Time:01:28,25,4462.50,SELL,SHORT_TARGET,6291.25
BANKNIFTY2211338400CE,13/01/2022,127.65 Time:01:36,72.20 Time:03:26,25,1386.25,SELL,SQUAREOFF,7677.50
BANKNIFTY2211338600PE,11/01/2022,401.10 Time:09:17,561.50 Time:09:36,25,-4010.00,SELL,SHORT_SL,-4010.00
BANKNIFTY2211338600PE,13/01/2022,182.25 Time:09:17,127.05 Time:03:26,25,1380.00,SELL,SQUAREOFF,-2630.00
BANKNIFTY2211338600CE,12/01/2022,294.60 Time:09:17,278.85 Time:03:26,25,393.75,SELL,SQUAREOFF,393.75
BANKNIFTY2211338800PE,12/01/2022,327.80 Time:09:17,218.45 Time:03:26,25,2733.75,SELL,SQUAREOFF,2733.75
BANKNIFTY2211338300CE,13/01/2022,144.40 Time:01:29,202.20 Time:01:35,25,-1445.00,SELL,SHORT_SL,-1445.00
BANKNIFTY2212038000CE,14/01/2022,530.05 Time:09:17,634.20 Time:03:26,25,-2603.75,SELL,SQUAREOFF,-2603.75
BANKNIFTY2212038000CE,20/01/2022,199.00 Time:09:17,59.70 Time:11:41,25,3482.50,SELL,SHORT_TARGET,878.75
BANKNIFTY2212038200PE,14/01/2022,483.60 Time:09:17,333.00 Time:03:26,25,3765.00,SELL,SQUAREOFF,3765.00
BANKNIFTY2212038200PE,17/01/2022,348.35 Time:12:17,291.60 Time:03:26,25,1418.75,SELL,SQUAREOFF,5183.75
BANKNIFTY2212038200PE,20/01/2022,196.40 Time:09:17,275.00 Time:10:10,25,-1965.00,SELL,SHORT_SL,3218.75
BANKNIFTY2212038400CE,17/01/2022,429.85 Time:09:17,288.95 Time:03:26,25,3522.50,SELL,SQUAREOFF,3522.50
BANKNIFTY2212038600PE,17/01/2022,423.65 Time:09:17,593.15 Time:12:16,25,-4237.50,SELL,SHORT_SL,-4237.50
BANKNIFTY2212038300CE,18/01/2022,350.80 Time:09:17,491.10 Time:01:05,25,-3507.50,SELL,SHORT_SL,-3507.50
BANKNIFTY2212038500PE,18/01/2022,362.95 Time:09:17,508.15 Time:03:13,25,-3630.00,SELL,SHORT_SL,-3630.00
BANKNIFTY2212038600CE,18/01/2022,325.60 Time:01:06,455.80 Time:01:21,25,-3255.00,SELL,SHORT_SL,-3255.00
BANKNIFTY2212038700CE,18/01/2022,409.10 Time:01:22,122.70 Time:03:01,25,7160.00,SELL,SHORT_TARGET,7160.00
BANKNIFTY2212037900CE,19/01/2022,306.45 Time:09:17,429.05 Time:10:15,25,-3065.00,SELL,SHORT_SL,-3065.00
BANKNIFTY2212038100PE,19/01/2022,330.60 Time:09:17,180.55 Time:03:26,25,3751.25,SELL,SQUAREOFF,3751.25
